credit_id,department,gender,id,job,name
52fe48009251416c750ac9ff,Crew,0,89714,Stunts,Ilram Choi
54959c529251416e2b004394,Visual Effects,2,93214,Visual Effects Supervisor,Steven Quale
54491edf0e0a267489001c37,Crew,1,122607,Dialect Coach,Carla Meyer
539c485bc3a368653d001a3a,Art,2,132585,Art Direction,Nick Bassett
539c4903c3a368653d001a74,Art,0,132596,Art Direction,Jill Cormack
539c4967c3a368653d001a94,Art,0,132604,Art Direction,Andy McLaren
52fe48009251416c750aca45,Crew,0,236696,Motion Capture Artist,Terry Notary
54959e02c3a3680fc60027d2,Crew,2,956198,Stunt Coordinator,Garrett Warren
54959ca3c3a3686ae300438c,Visual Effects,2,957874,Visual Effects Supervisor,Jonathan Rothbart
570b6f519251412c74001b2f,Art,0,957889,Supervising Art Director,Stefan Dechant
570b6f62c3a3680b77007460,Art,2,959555,Supervising Art Director,Todd Cherniawsky
539c4a3ac3a36810da0021cc,Production,0,1016177,Casting,Miranda Rivers
539c482cc3a36810c1002062,Art,0,1032536,Production Design,Robert Stromberg
539c4b65c3a36810c9002125,Costume & Make-Up,2,1071680,Costume Design,John Harding
54959e6692514130fc002e4e,Camera,0,1177364,Steadicam Operator,Roberto De Angelis
539c49f1c3a368653d001aac,Costume & Make-Up,2,1202850,Makeup Department Head,Mike Smithson
5495999ec3a3686ae100460c,Visual Effects,0,1204668,Visual Effects Producer,Alain Lalanne
54959cdfc3a3681153002729,Visual Effects,0,1206410,Visual Effects Supervisor,Lucas Salton
549596239251417a81001eae,Crew,0,1234266,Post Production Supervisor,Janace Tashjian
54959c859251416e1e003efe,Visual Effects,0,1271932,Visual Effects Supervisor,Stephen Rosenbaum
5592af28c3a368775a00105f,Costume & Make-Up,0,1310064,Makeup Artist,Frankie Karena
539c4adfc3a36810e300203b,Costume & Make-Up,1,1319844,Costume Supervisor,Lisa Lovaas
54959b579251416e2b004371,Visual Effects,0,1327028,Visual Effects Supervisor,Jonathan Fawkner
539c48a7c3a36810b5001fa7,Art,0,1330561,Art Direction,Robert Bavin
539c4a71c3a36810da0021e0,Costume & Make-Up,0,1330567,Costume Supervisor,Anthony Almaraz
539c4a8ac3a36810ba0021e4,Costume & Make-Up,0,1330570,Costume Supervisor,Carolyn M. Fenton
539c4ab6c3a36810da0021f0,Costume & Make-Up,0,1330574,Costume Supervisor,Beth Koenigsberg
54491ab70e0a267480001ba2,Art,0,1336191,Set Designer,Sam Page
544919d9c3a3680fc30018bd,Art,0,1339441,Set Designer,Tex Kadonaga
54491cf50e0a267483001b0c,Editing,0,1352422,Dialogue Editor,Kim Foscato
544919f40e0a26748c001b09,Art,0,1352962,Set Designer,Tammy S. Lee
5495a115c3a3680ff5002d71,Crew,0,1357070,Transportation Coordinator,Denny Caira
5495a12f92514130fc002e94,Crew,0,1357071,Transportation Coordinator,James Waitkus
5495976fc3a36811530026b0,Sound,0,1360103,Supervising Sound Editor,Addison Teague
54491837c3a3680fb1001c5a,Art,2,1376887,Set Designer,C. Scott Baker
54491878c3a3680fb4001c9d,Art,0,1376888,Set Designer,Luke Caska
544918dac3a3680fa5001ae0,Art,0,1376889,Set Designer,David Chow
544919110e0a267486001b68,Art,0,1376890,Set Designer,Jonathan Dyer
54491967c3a3680faa001b5e,Art,0,1376891,Set Designer,Joseph Hiura
54491997c3a3680fb1001c8a,Art,0,1376892,Art Department Coordinator,Rebecca Jellie
544919ba0e0a26748f001b42,Art,0,1376893,Set Designer,Robert Andrew Johnson
54491b1dc3a3680faa001b8c,Art,0,1376895,Assistant Art Director,Mike Stassi
54491b79c3a3680fbb001826,Art,0,1376897,Construction Coordinator,John Villarino
54491baec3a3680fb4001ce6,Art,2,1376898,Assistant Art Director,Jeffrey Wisniewski
54491d2fc3a3680fb4001d07,Editing,0,1376899,Dialogue Editor,Cheryl Nardi
54491d86c3a3680fa5001b2f,Editing,0,1376901,Dialogue Editor,Marshall Winn
54491d9dc3a3680faa001bb0,Sound,0,1376902,Supervising Sound Editor,Gwendolyn Yates Whittle
54491dc10e0a267486001bce,Sound,0,1376903,Sound Re-Recording Mixer,William Stein
54491f500e0a26747c001c07,Crew,0,1376909,Choreographer,Lula Washington
549599239251412c4e002a2e,Visual Effects,0,1391692,Visual Effects Producer,Chris Del Conte
54959d54c3a36831b8001d9a,Visual Effects,2,1391695,Visual Effects Supervisor,R. Christopher White
54959bdf9251412c4e002a66,Visual Effects,0,1394070,Visual Effects Supervisor,Dan Lemmon
5495971d92514132ed002922,Sound,0,1394129,Sound Effects Editor,Tim Nielsen
5592b25792514152cc0011aa,Crew,0,1394286,CG Supervisor,Michael Mulholland
54959a329251416e2b004355,Crew,0,1394750,Visual Effects Editor,Thomas Nittmann
54959d6dc3a3686ae9004401,Visual Effects,0,1394755,Visual Effects Supervisor,Edson Williams
5495a08fc3a3686ae300441c,Editing,0,1394953,Digital Intermediate,Christine Carr
55402d659251413d6d000249,Visual Effects,0,1395269,Visual Effects Supervisor,John Bruno
54959e7b9251416e1e003f3e,Camera,0,1398970,Steadicam Operator,David Emmerichs
54959734c3a3686ae10045e0,Sound,0,1400906,Sound Effects Editor,Christopher Scarabosio
549595dd92514130fc002d79,Production,0,1401784,Production Supervisor,Jennifer Teves
549596009251413af70028cc,Production,0,1401785,Production Manager,Brigitte Yorke
549596e892514130fc002d99,Sound,0,1401786,Sound Effects Editor,Ken Fischer
549598229251412c4e002a1c,Crew,0,1401787,Special Effects Coordinator,Iain Hutton
549598349251416e2b00432b,Crew,0,1401788,Special Effects Coordinator,Steve Ingram
54959905c3a3686ae3004324,Visual Effects,0,1401789,Visual Effects Producer,Joyce Cox
5495994b92514132ed002951,Visual Effects,0,1401790,Visual Effects Producer,Jenny Foster
549599cbc3a3686ae1004613,Crew,0,1401791,Visual Effects Editor,Christopher Marino
549599f2c3a3686ae100461e,Crew,0,1401792,Visual Effects Editor,Jim Milton
54959a51c3a3686af3003eb5,Visual Effects,0,1401793,Visual Effects Producer,Cyndi Ochs
54959a7cc3a36811530026f4,Crew,0,1401794,Visual Effects Editor,Lucas Putnam
54959b91c3a3680ff5002cb4,Visual Effects,0,1401795,Visual Effects Supervisor,Anthony 'Max' Ivins
54959bb69251412c4e002a5f,Visual Effects,0,1401796,Visual Effects Supervisor,John Knoll
54959cbbc3a3686ae3004391,Visual Effects,2,1401799,Visual Effects Supervisor,Eric Saindon
54959d06c3a3686ae90043f6,Visual Effects,0,1401800,Visual Effects Supervisor,Wayne Stables
54959d259251416e1e003f11,Visual Effects,0,1401801,Visual Effects Supervisor,David Stinnett
54959db49251413af7002975,Visual Effects,0,1401803,Visual Effects Supervisor,Guy Williams
54959de4c3a3681153002750,Crew,0,1401804,Stunt Coordinator,Stuart Thorp
54959ef2c3a3680fc60027f2,Lighting,0,1401805,Best Boy Electric,Giles Coburn
54959f07c3a3680fc60027f9,Camera,2,1401806,Still Photographer,Mark Fellman
54959f47c3a3681153002774,Lighting,0,1401807,Lighting Technician,Scott Sprague
54959f8cc3a36831b8001df2,Visual Effects,0,1401808,Animation Director,Jeremy Hollobon
54959fa0c3a36831b8001dfb,Visual Effects,0,1401809,Animation Director,Orlando Meunier
54959fb6c3a3686af3003f54,Visual Effects,0,1401810,Animation Director,Taisuke Tanimura
54959fd2c3a36831b8001e02,Costume & Make-Up,0,1401812,Set Costumer,Lilia Mishel Acevedo
54959ff9c3a3686ae300440c,Costume & Make-Up,0,1401814,Set Costumer,Alejandro M. Hernandez
5495a0ddc3a3686ae10046fe,Editing,0,1401815,Digital Intermediate,Marvin Hall
5495a1f7c3a3686ae3004443,Production,0,1401816,Publicist,Judy Alley
5592b29fc3a36869d100002f,Crew,0,1418381,CG Supervisor,Mike Perry
5592b23a9251415df8001081,Crew,0,1426854,CG Supervisor,Andrew Morley
55491e1192514104c40002d8,Art,0,1438901,Conceptual Design,Seth Engstrom
5525d5809251417276002b06,Crew,0,1447362,Visual Effects Art Director,Eric Oliver
554427ca925141586500312a,Visual Effects,0,1447503,Modeling,Matsune Suzuki
551906889251415aab001c88,Art,0,1447524,Art Department Manager,Paul Tobin
5592af8492514152cc0010de,Costume & Make-Up,0,1452643,Hairstylist,Roxane Griffin
553d3c109251415852001318,Lighting,0,1453938,Lighting Artist,Arun Ram-Mohan
5592af4692514152d5001355,Costume & Make-Up,0,1457305,Makeup Artist,Georgia Lockhart-Adams
5592b2eac3a36877470012a5,Crew,0,1466035,CG Supervisor,Thrain Shadbolt
5592b032c3a36877450015f1,Crew,0,1483220,CG Supervisor,Brad Alexander
5592b05592514152d80012f6,Crew,0,1483221,CG Supervisor,Shadi Almassizadeh
5592b090c3a36877570010b5,Crew,0,1483222,CG Supervisor,Simon Clutterbuck
5592b0dbc3a368774b00112c,Crew,0,1483223,CG Supervisor,Graeme Demmocks
5592b0fe92514152db0010c1,Crew,0,1483224,CG Supervisor,Adrian Fernandes
5592b11f9251415df8001059,Crew,0,1483225,CG Supervisor,Mitch Gates
5592b15dc3a3687745001645,Crew,0,1483226,CG Supervisor,Jerry Kung
5592b18e925141645a0004ae,Crew,0,1483227,CG Supervisor,Andy Lomas
5592b1bfc3a368775d0010e7,Crew,0,1483228,CG Supervisor,Sebastian Marino
5592b2049251415df8001078,Crew,0,1483229,CG Supervisor,Matthias Menz
5592b27b92514152d800136a,Crew,0,1483230,CG Supervisor,Sergei Nevshupov
5592b2c3c3a36869e800003c,Crew,0,1483231,CG Supervisor,Philippe Rebours
5592b317c3a36877470012af,Crew,0,1483232,CG Supervisor,Michael Takarangi
5592b345c3a36877470012bb,Crew,0,1483233,CG Supervisor,David Weitzberg
5592b37cc3a368775100113b,Crew,0,1483234,CG Supervisor,Ben White
573c8e2f9251413f5d000094,Crew,1,1621932,Stunts,Min Windle
52fe4232c3a36847f800b579,Camera,2,120,Director of Photography,Dariusz Wolski
52fe4232c3a36847f800b4fd,Directing,2,1704,Director,Gore Verbinski
52fe4232c3a36847f800b54f,Production,2,770,Producer,Jerry Bruckheimer
52fe4232c3a36847f800b503,Writing,2,1705,Screenplay,Ted Elliott
52fe4232c3a36847f800b509,Writing,2,1706,Screenplay,Terry Rossio
52fe4232c3a36847f800b585,Editing,2,1722,Editor,Craig Wood
52fe4232c3a36847f800b573,Sound,2,947,Original Music Composer,Hans Zimmer
52fe4232c3a36847f800b555,Production,2,2444,Executive Producer,Mike Stenson
52fe4232c3a36847f800b561,Production,2,2445,Producer,Eric McLeod
52fe4232c3a36847f800b55b,Production,2,2446,Producer,Chad Oman
52fe4232c3a36847f800b567,Production,0,2447,Producer,Peter Kohn
52fe4232c3a36847f800b56d,Production,0,2448,Producer,Pat Sandston
52fe4232c3a36847f800b58b,Production,1,2215,Casting,Denise Chamian
52fe4232c3a36847f800b597,Art,2,1226,Production Design,Rick Heinrichs
52fe4232c3a36847f800b59d,Art,2,553,Art Direction,John Dexter
52fe4232c3a36847f800b591,Production,1,3311,Casting,Priscilla John
52fe4232c3a36847f800b5a3,Art,1,4032,Set Decoration,Cheryl Carasik
52fe4232c3a36847f800b5a9,Costume & Make-Up,0,4033,Costume Design,Liz Dann
52fe4232c3a36847f800b5af,Costume & Make-Up,1,4034,Costume Design,Penny Rose
56427ce8c3a3686a53000d8b,Sound,2,5132,Music Supervisor,Bob Badami
55993c15c3a36855db002f33,Art,2,146439,Conceptual Design,James Ward Byrkit
52fe4232c3a36847f800b5b9,Costume & Make-Up,1,406204,Makeup Department Head,Ve Neill
56e47f7892514132690017bd,Crew,2,1259516,Stunts,John Dixon
5740be639251416597000849,Crew,0,1336716,CGI Supervisor,Dottie Starling
56427c639251412fc8000dc1,Directing,1,1344278,Script Supervisor,Pamela Alch
57083101c3a3681d320004e6,Crew,0,1368867,Special Effects Coordinator,Allen Hall
56427d5ec3a3686a62000d4a,Sound,0,1368884,Music Editor,Melissa Muik
56427c7b9251412fd4000e07,Directing,1,1395290,Script Supervisor,Sharron Reynolds
56427d2bc3a3686a53000d9b,Sound,0,1399327,Music Editor,Barbara McDermott
56427cb4c3a3686a53000d87,Directing,1,1400738,Script Supervisor,Karen Golden
56427d169251412fd4000e23,Sound,0,1534197,Music Editor,Katie Greathouse
54805967c3a36829b5002c41,Sound,2,153,Original Music Composer,Thomas Newman
52fe4d22c3a368484e1d8d77,Directing,2,39,Director,Sam Mendes
5677cd99925141691a005333,Art,1,8384,Set Decoration,Anna Pinnock
52fe4d22c3a368484e1d8d8d,Writing,2,932,Screenplay,John Logan
5654d41c92514145c3000373,Art,2,4248,Production Design,Dennis Gassner
52fe4d22c3a368484e1d8d71,Writing,2,9856,Characters,Ian Fleming
54805989c3a36829ae0022d8,Editing,0,3904,Editor,Lee Smith
5677df82c3a3681683008748,Sound,2,7538,Music Editor,Bill Bernstein
5720e370c3a368117e00045b,Production,2,8784,Co-Producer,Daniel Craig
5522fdd09251416d4a0024b6,Costume & Make-Up,1,11227,Costume Design,Jany Temime
5677cc9ac3a368167c0089b5,Production,1,10496,Casting,Debbie McWilliams
52fe4d22c3a368484e1d8d7d,Production,1,10666,Producer,Barbara Broccoli
5720e3afc3a368117e00046a,Production,0,11268,Line Producer,Roberto Malerba
5677df58c3a368167c008c82,Sound,0,40827,Music Editor,Peter Clarke
5677dd1ec3a36816890085d3,Sound,0,14764,Sound Designer,Christopher Assells
566046b9c3a36875f400323a,Sound,0,14765,Supervising Sound Editor,Per Hallberg
5677ccab925141691a00530f,Production,0,36108,Casting,Nicole Schmied
562fc984c3a3681b5400e16f,Writing,2,10783,Screenplay,Robert Wade
562fc976c3a3681b5c00dd64,Writing,0,10782,Screenplay,Neal Purvis
5720e61d9251414235000477,Production,2,10876,Executive Producer,Callum McDougall
562fc9a89251414ad800c0fe,Writing,2,21339,Screenplay,Jez Butterworth
570bd7f2c3a36802a9000412,Art,0,23425,Supervising Art Director,Chris Lowe
5677e45ac3a368168b0084fd,Art,0,23491,Assistant Art Director,Roxana Alexandru 
5677e29c925141691a00561c,Crew,0,23774,Makeup Effects,Jo Grover
5677cf8492514179d20088ae,Production,2,10907,Casting,Stéphane Foenkinos
5677d7b192514179d20089c6,Camera,2,61851,Camera Operator,Lorenzo Senatore
5720e6f7925141423000046b,Production,0,64000,Line Producer,Wolfgang Ramml
5677dfabc3a368168000899f,Sound,2,66941,Orchestrator,J.A.C. Redford
5720e72e92514142320007fc,Production,0,81517,Associate Producer,Gregg Wilson
52fe4d22c3a368484e1d8d83,Production,2,69678,Producer,Michael G. Wilson
5720e325c3a368118100043e,Production,0,77511,Line Producer,Zakaria Alaoui
548059799251416e7e00265c,Camera,0,74401,Director of Photography,Hoyte van Hoytema
5677cef792514179db00904d,Crew,0,239885,Special Effects Coordinator,Franco Ragusa
5677d7e992514179e7008654,Camera,0,937946,Camera Operator,Peter Field
5677cd21c3a3681680008700,Art,2,979698,Art Direction,Neal Callow
5677cd5a92514179e30086fb,Art,2,986687,Art Direction,Mark Harris
5678090392514179e1009958,Crew,0,1024842,Visual Effects Editor,Billy A. Campbell
5720e6749251414240000470,Production,0,1026247,Co-Producer,Stacy Perskie
56780a2292514179dd008d18,Visual Effects,0,1029804,Visual Effects Producer,Laura Schultz
5677e174925141691a0055f1,Costume & Make-Up,0,1087452,Key Hair Stylist,Mari Paz Robles
5677e0cf9251417845001631,Costume & Make-Up,0,1099281,Hairstylist,Gerardo Perez Arreola
5677d73b92514179dd008471,Camera,0,1118711,Camera Operator,Kenji Katori
5677cd3a92514179d2008852,Art,0,1296445,Art Direction,Ben Collins
5677cfc3c3a3681680008755,Production,0,1305251,Casting Associate,Tusse Lande
5677e24f92514179e70087da,Costume & Make-Up,0,1315700,Makeup Artist,Donald Mowat
5677d622c3a368167c008b25,Costume & Make-Up,0,1319160,Costume Supervisor,Ken Crouch
5677cd0ec3a368168e008f75,Art,0,1335539,Art Direction,Andrew Bennett
56780833925141691a005c2f,Visual Effects,0,1338241,Visual Effects Coordinator,Sean McGrath
5677dcc7c3a36816830086cc,Sound,0,1338372,Foley,Dan O'Connell
56780ac692514179dd008d31,Visual Effects,0,1341741,Visual Effects Supervisor,Mark Curtis
5677dd9fc3a368168b0083f0,Sound,2,1341858,Sound Re-Recording Mixer,Gregg Rudloff
566047029251412204002337,Directing,0,1342669,Script Supervisor,Jayne-Ann Tenggren
5677dd8792514179db009235,Sound,0,1345595,Sound Re-Recording Mixer,Scott Millan
5677def192514179e700875b,Directing,0,1358025,Script Supervisor,Nicoletta Mani
5677dcb0925141691a00552a,Sound,0,1367493,Foley,John T. Cucci
5677d7ff92514179e300884b,Camera,0,1377503,Camera Operator,Sebastian Meuschel
5677d94192514179d20089ff,Camera,2,1388897,Steadicam Operator,Julian Morson
5677dce5c3a36816830086d3,Sound,0,1389614,Foley,Peter Michael Sullivan
56780a5a92514179e300908d,Visual Effects,0,1391691,Visual Effects Producer,Ken Dailey
5677dd38c3a368167c008c21,Sound,0,1392083,Sound Designer,Ann Scibelli
5677d7cd92514179db009178,Camera,0,1392246,Camera Operator,Clive Jackson
5677de6192514179dd008566,Directing,0,1392661,Script Supervisor,Susie Jones
5677d98fc3a3681685008904,Camera,2,1392718,Still Photographer,Jasin Boland
5677cdd8c3a368168b0081e1,Art,0,1394117,Art Department Coordinator,Jennifer Lewicki
5677e58cc3a3681685008adb,Art,0,1398089,Greensman,Ian Whiteford
56780a7592514179db0099c4,Visual Effects,0,1398100,Visual Effects Producer,Kilou Picard
5677d8ba92514179d20089f0,Camera,0,1399071,Helicopter Camera,Hans Bjerno
5677dd02c3a368167a0091a2,Editing,2,1399862,Dialogue Editor,Daniel Saxlid
5677e2e1c3a368167c008d1a,Costume & Make-Up,0,1401126,Wigmaker,Alex Rouse
5678096bc3a368167c0093d2,Crew,0,1401147,Visual Effects Editor,Anik Seguin
5677dc90c3a368167a009190,Sound,0,1401631,ADR & Dubbing,Michelle Pazer
5677d75ac3a368167a0090e9,Camera,2,1403411,Camera Operator,Lucas Bielan
566046d7c3a36875e900359d,Sound,0,1404212,Supervising Sound Editor,Karen Baker Landers
5677dd519251417845001588,Sound,0,1404217,Sound Designer,Peter Staubli
5677d8d192514179e1009100,Camera,0,1404244,Helicopter Camera,John Marzano
5677d927c3a36816850088f2,Camera,0,1405241,Helicopter Camera,Adam Dale
5677dff292514179e100921a,Editing,0,1408363,First Assistant Editor,Emma McCleave
5677e191925141784500164f,Costume & Make-Up,0,1409821,Makeup Designer,Naomi Donne
5677e2b5c3a368168e0092aa,Crew,0,1411323,Makeup Effects,Susan Howard
5677d869c3a36816850088e3,Lighting,0,1414096,Gaffer,David Smith
56780712c3a368168b008ace,Crew,0,1415157,CG Supervisor,Joel Green
567806ba92514179e10098ee,Crew,0,1425484,CG Supervisor,Laurent Hugueniot
56780a92c3a36816850090af,Visual Effects,0,1425488,Visual Effects Producer,Tim Keene
5677e087c3a368167a00922b,Costume & Make-Up,0,1425971,Hair Designer,Zoe Tahir
567808eb92514179e300904a,Crew,0,1428902,Visual Effects Editor,Conor Byrne
5677e22d925141691a00560d,Costume & Make-Up,0,1439128,Makeup Artist,Charlotte Hayward
5677cf3fc3a36816850087c1,Visual Effects,0,1442137,Animation Supervisor,Catherine Mullan
56780988c3a3681683008e99,Crew,0,1447617,Visual Effects Editor,Crystal Hadcroft
5677e0ec925141691a0055d6,Costume & Make-Up,0,1458416,Hairstylist,Francesca Crowder
5677cf2892514179dd008356,Visual Effects,0,1459878,Animation Director,Marlene Chazot
5678091d92514179db009985,Crew,0,1459899,Visual Effects Editor,Struan Farquhar
56780731c3a3681680009013,Crew,0,1459925,CG Supervisor,Daniel Pastore
5677d969c3a368168b00834a,Camera,0,1470167,Still Photographer,Jonathan Olley
5677e48dc3a368167a0092c8,Art,0,1472773,Assistant Art Director,Sami Gaidi
5751eed59251416b60000637,Production,2,1477203,Co-Producer,Luca Marco Paracels
5677e157c3a36816800089ee,Costume & Make-Up,0,1480629,Key Hair Stylist,Luca Vannella
56780b0e925141691a005c8f,Visual Effects,0,1483141,Visual Effects Supervisor,Stuart Bullen
582f29fa925141022e003a74,Sound,0,1494824,Sound Effects Editor,Russell Edwards
5677d63dc3a368167a0090b4,Costume & Make-Up,0,1510431,Costume Supervisor,Stefano De Nardis
5677d79992514179d20089c2,Camera,0,1512767,Camera Operator,Luis David Sansans
5677d609c3a368168000881a,Costume & Make-Up,0,1545912,Costume Supervisor,Abderrahim Benkhayi
5677d66cc3a368167a0090be,Costume & Make-Up,0,1545913,Set Costumer,Rachid Aadassi
5677da26c3a368167a009139,Camera,0,1545995,Additional Camera,Carlos De Carvalho
5677d5bec3a368167c008b13,Costume & Make-Up,0,1546747,Assistant Costume Designer,Vivienne Jones
5677dfcac3a368168300875b,Editing,0,1548406,Digital Intermediate,Kim Honeyman
5677e105c3a368168b00846d,Costume & Make-Up,0,1550637,Hairstylist,Kathryn Fa
5677ce0c9251417845001384,Crew,0,1551770,Carpenter,Paul Duff
5677ce5192514179e300871b,Crew,0,1551771,Property Master,Ben Wilkinson
5677cec292514179dd00834d,Crew,0,1551772,Special Effects Coordinator,Lynne Corbould
5677cf57c3a368168e008fcc,Production,0,1551773,Casting,Amal El-Farfachi
5677cf99c3a368168b00821d,Production,0,1551774,Casting Associate,Celebrity Booker
5677cfadc3a368167c008a30,Production,0,1551775,Casting Associate,Lucy Hellier
5677d5a392514179db00911d,Costume & Make-Up,0,1551777,Assistant Costume Designer,Richard Davies
5677dd6bc3a368168b0083e2,Sound,0,1551789,Sound Effects Editor,Ando Johnson
5677de2dc3a3681683008713,Crew,0,1551791,Armorer,Greg Corke
5677de8a92514179e10091d9,Production,0,1551796,Researcher,Amin Rharda
5677dea9c3a368168e00921c,Crew,0,1551797,Armorer,Joss Skottowe
5677e11c92514179dd0085e3,Costume & Make-Up,0,1551798,Hairstylist,Joseph Koniak
5677e1b19251417845001657,Costume & Make-Up,0,1551800,Makeup Artist,Thalía Echeveste
5677e1c7c3a368167c008cd8,Costume & Make-Up,0,1551801,Makeup Artist,Charlie Hounslow
5677e1e592514179d2008b7b,Costume & Make-Up,0,1551802,Makeup Artist,Lucy Friend
5677e1fa92514179e1009265,Costume & Make-Up,0,1551803,Makeup Artist,Yelska Labrada
5677e20fc3a36816830087d9,Costume & Make-Up,0,1551804,Makeup Artist,Ana Gabriela Quinonez
5677e32d9251417845001683,Production,0,1551807,Researcher,Gina De Ferrer
5677e47592514179e10092dd,Art,0,1551809,Assistant Art Director,Lydia Fry
5677e4a492514179db009373,Art,0,1551810,Assistant Art Director,Liam Georgensen
5677e4bb92514179dd00868a,Art,0,1551811,Assistant Art Director,Hugh McClelland
5677e53092514179db00938e,Crew,0,1551812,Carpenter,John Allen
5677e547c3a368167a0092ef,Crew,0,1551813,Carpenter,Eddie Murphy
567806e092514179dd008c84,Crew,0,1551872,CG Supervisor,Carlos-Christian Nickel
567806f7c3a368167a0098d7,Crew,0,1551874,CG Supervisor,Chris Petts
567807b7c3a368167a0098f0,Visual Effects,0,1551892,Visual Effects Coordinator,Hugh Brompton
567807d1c3a3681680009022,Visual Effects,0,1551893,Visual Effects Coordinator,Jillian Brooks
567807eb92514179db00995e,Visual Effects,0,1551894,Visual Effects Coordinator,Geraint Hixson
5678084f92514179d2009226,Visual Effects,0,1551896,Visual Effects Coordinator,Shawn Smolensky
5678086992514179db00996d,Visual Effects,0,1551897,Visual Effects Coordinator,Todd Whalen
56780884c3a3681689008d28,Visual Effects,0,1551898,Visual Effects Coordinator,Alysia Wildman
567808a0c3a368167c0093a1,Visual Effects,0,1551899,Visual Effects Coordinator,Sam Girdler
567808cdc3a3681685009073,Visual Effects,0,1551902,Visual Effects Coordinator,Samantha Dark
567809519251417845001d1a,Crew,0,1551904,Visual Effects Editor,Ty Gibson
567809bfc3a368167c0093e7,Crew,0,1551906,Visual Effects Editor,James Mann
567809e392514179dd008d0c,Visual Effects,0,1551907,Visual Effects Producer,Leslie Lerman
56780aef92514179d2009276,Visual Effects,0,1551908,Visual Effects Supervisor,Steven Begg
56780b249251417845001d4a,Visual Effects,0,1551909,Visual Effects Supervisor,Zave Jackson
56780b4e9251417845001d57,Visual Effects,2,1551910,Visual Effects Supervisor,Jonathan Knight
56780bb692514179d2009291,Visual Effects,0,1551911,Visual Effects Supervisor,Alex Wuttke
56780c5a92514179e7008f22,Visual Effects,0,1551913,Visual Effects Supervisor,Mark Bakowski
56780c8292514179e30090d1,Visual Effects,0,1551914,Visual Effects Supervisor,Paul Round
56cd782ac3a368275b001cae,Lighting,0,1553236,Gaffer,Stefano Marino
56cd7899c3a3682759001bfd,Lighting,0,1582109,Gaffer,Hanz Kawson
52fe4781c3a36847f8139899,Production,0,282,Producer,Charles Roven
52fe4781c3a36847f813991b,Writing,2,525,Screenplay,Christopher Nolan
52fe4781c3a36847f813990f,Writing,2,527,Screenplay,Jonathan Nolan
52fe4781c3a36847f813989f,Production,1,556,Producer,Emma Thomas
52fe4781c3a36847f81398c9,Camera,2,559,Director of Photography,Wally Pfister
52fe4781c3a36847f81398d5,Production,0,561,Casting,John Papsidera
52fe4781c3a36847f8139921,Writing,2,3893,Story,David S. Goyer
52fe4781c3a36847f81398a5,Writing,2,3794,Characters,Bob Kane
52fe4781c3a36847f81398bd,Production,2,10949,Executive Producer,Michael Uslan
