1452,Superman Returns,"[17271, 1979, 7517, 11006, 7489, 8924, 53492, 2639, 3084, 53493, 53494, 41318, 1224391, 1272955, 193763, 243805, 1252837, 971458]","[17271, 1979, 7517, 11006, 7489, 8924, 53492, 2639, 3084, 53493, 53494, 41318, 1224391, 1272955, 193763, 243805, 1252837, 971458]"
10764,Quantum of Solace,"[8784, 18182, 8789, 5309, 3753, 59620, 2954, 35029, 2244, 62892, 139549, 11276, 76857, 574355, 52888, 34408, 136290, 20289, 566331, 127000, 574361, 205222, 62961, 193339, 424182, 574364, 574365, 574367, 149307, 69865, 1234388, 1529894]","[8784, 18182, 8789, 5309, 3753, 59620, 2954, 35029, 2244, 62892, 139549, 11276, 76857, 574355, 52888, 34408, 136290, 20289, 566331, 127000, 574361, 205222, 62961, 193339, 424182, 574364, 574365, 574367, 149307, 69865, 1234388, 1529894]"
58,Pirates of the Caribbean: Dead Man's Chest,"[85, 114, 116, 1640, 2440, 1709, 2449, 378, 1710, 1711, 2441, 2038, 1715, 4030, 939, 2451, 118, 191751, 1123, 11283, 22075, 64102, 1229277, 140452, 10960, 25441, 2450, 2452, 82636, 1254626, 429401, 1056117, 21700]","[85, 114, 116, 1640, 2440, 1709, 2449, 378, 1710, 1711, 2441, 2038, 1715, 4030, 939, 2451, 118, 191751, 1123, 11283, 22075, 64102, 1229277, 140452, 10960, 25441, 2450, 2452, 82636, 1254626, 429401, 1056117, 21700]"
57201,The Lone Ranger,"[85, 53807, 886, 1283, 18473, 207, 47720, 12834, 22063, 583040, 71467, 15374, 45051, 62752, 6951, 84225, 126829, 1736738, 1094319, 1429470, 1382010, 1184011, 76857, 92949, 1471922, 1240490, 208061, 21723, 37027, 17401, 102567, 56267, 22250, 59847, 128560, 1452636, 134171, 1112414, 51754, 114977, 1760466, 1760467, 1760468, 1760469, 1760470, 1459004, 1760471, 1760472, 1391129, 1333907, 967071, 1178981, 104915, 1105706, 307885, 569548, 1759932, 1760474, 1760475, 1760476]","[85, 53807, 886, 1283, 18473, 207, 47720, 12834, 22063, 583040, 71467, 15374, 45051, 62752, 6951, 84225, 126829, 1736738, 1094319, 1429470, 1382010, 1184011, 76857, 92949, 1471922, 1240490, 208061, 21723, 37027, 17401, 102567, 56267, 22250, 59847, 128560, 1452636, 134171, 1112414, 51754, 114977, 1760466, 1760467, 1760468, 1760469, 1760470, 1459004, 1760471, 1760472, 1391129, 1333907, 967071, 1178981, 104915, 1105706, 307885, 569548, 1759932, 1760474, 1760475, 1760476]"
49521,Man of Steel,"[73968, 9273, 335, 1269, 2882, 934, 2975, 43202, 22227, 213049, 77223, 8786, 31028, 236302, 50217, 17832, 12371, 37698, 2320, 11831, 1272968, 1272969, 1272970, 4095, 27138, 172809, 59312, 1272971, 1025970, 9464, 1371141, 1235591, 1615574]","[73968, 9273, 335, 1269, 2882, 934, 2975, 43202, 22227, 213049, 77223, 8786, 31028, 236302, 50217, 17832, 12371, 37698, 2320, 11831, 1272968, 1272969, 1272970, 4095, 27138, 172809, 59312, 1272971, 1025970, 9464, 1371141, 1235591, 1615574]"
2454,The Chronicles of Narnia: Prince Caspian,"[25130, 5528, 5529, 5527, 5526, 2166, 25132, 22970, 11184, 25133, 17839, 7370, 24496, 12044, 25134, 25135, 3896, 25136, 3063, 1926, 107943]","[25130, 5528, 5529, 5527, 5526, 2166, 25132, 22970, 11184, 25133, 17839, 7370, 24496, 12044, 25134, 25135, 3896, 25136, 3063, 1926, 107943]"
24428,The Avengers,"[3223, 16828, 103, 74568, 1245, 17604, 91606, 9048, 71189, 1640, 2231, 12052, 6162, 14464, 101522, 6280, 7624, 188758, 168246, 34486, 5048, 81959, 1033652, 79079, 51303, 43553, 1018947, 1214673, 19151, 1224022, 150194, 60120, 1479945, 1479946, 86157, 60878, 66525, 87128, 1479957, 1479959, 1479961, 1479962, 2256, 1479967, 1480042, 1480043, 1480044, 1203089, 98626, 1480045, 156342, 1480047, 1234512, 1263294, 1480048, 1153698, 1480049, 1191953, 1480051, 1480053, 1480055, 1403346, 1480056, 1466605, 1480057, 1480058, 19137, 1354406, 1480060, 1480065, 1480066, 1480067, 1480085, 1480087, 1480091, 1480096, 1480097, 1480124, 1480128, 1480130, 1480132, 1001496, 1480144, 1480146, 1480148, 1480150, 1480152, 1480153, 1365516, 1480198, 1480199, 1480200, 1480202, 1371850, 1480204, 1480208, 1454362, 1480209, 1480210, 1480211, 1480212, 1480213, 6037, 1480218, 1480219, 1480220, 1480221, 1480222, 1480223, 1480224, 1480226, 1673576, 1636801, 1343164, 1376001]","[3223, 16828, 103, 74568, 1245, 17604, 91606, 9048, 71189, 1640, 2231, 12052, 6162, 14464, 101522, 6280, 7624, 188758, 168246, 34486, 5048, 81959, 1033652, 79079, 51303, 43553, 1018947, 1214673, 19151, 1224022, 150194, 60120, 1479945, 1479946, 86157, 60878, 66525, 87128, 1479957, 1479959, 1479961, 1479962, 2256, 1479967, 1480042, 1480043, 1480044, 1203089, 98626, 1480045, 156342, 1480047, 1234512, 1263294, 1480048, 1153698, 1480049, 1191953, 1480051, 1480053, 1480055, 1403346, 1480056, 1466605, 1480057, 1480058, 19137, 1354406, 1480060, 1480065, 1480066, 1480067, 1480085, 1480087, 1480091, 1480096, 1480097, 1480124, 1480128, 1480130, 1480132, 1001496, 1480144, 1480146, 1480148, 1480150, 1480152, 1480153, 1365516, 1480198, 1480199, 1480200, 1480202, 1371850, 1480204, 1480208, 1454362, 1480209, 1480210, 1480211, 1480212, 1480213, 6037, 1480218, 1480219, 1480220, 1480221, 1480222, 1480223, 1480224, 1480226, 1673576, 1636801, 1343164, 1376001]"
1865,Pirates of the Caribbean: On Stranger Tides,"[85, 955, 6972, 2449, 118, 237455, 469759, 1115, 4031, 1712, 59129, 10983, 1430, 55901, 5309, 199975, 88392, 8399, 77955, 83814, 75076, 51300, 58758, 229634, 27397, 11279, 110075, 1321379, 1310385, 1797040, 214581, 1331023, 1770474, 1269611, 1770475]","[85, 955, 6972, 2449, 118, 237455, 469759, 1115, 4031, 1712, 59129, 10983, 1430, 55901, 5309, 199975, 88392, 8399, 77955, 83814, 75076, 51300, 58758, 229634, 27397, 11279, 110075, 1321379, 1310385, 1797040, 214581, 1331023, 1770474, 1269611, 1770475]"
41154,Men in Black 3,"[2888, 2176, 16851, 72873, 7056, 55936, 151246, 59860, 19278, 87070, 33533, 91387, 1068400, 450, 1506488, 21200, 1671443, 1152008]","[2888, 2176, 16851, 72873, 7056, 55936, 151246, 59860, 19278, 87070, 33533, 91387, 1068400, 450, 1506488, 21200, 1671443, 1152008]"
122917,The Hobbit: The Battle of the Five Armies,"[7060, 1327, 30315, 25136, 95047, 67123, 34715, 1193834, 152566, 207558, 534336, 1193832, 173451, 81877, 1193833, 114, 19034, 72095, 112, 1331, 113, 65, 52398, 80112, 114019, 11275, 126667, 60349, 1359824, 1359823, 41782, 205406, 9188, 71580, 986734, 15092, 240024, 1440652, 127453, 1484140, 1086829, 1356758]","[7060, 1327, 30315, 25136, 95047, 67123, 34715, 1193834, 152566, 207558, 534336, 1193832, 173451, 81877, 1193833, 114, 19034, 72095, 112, 1331, 113, 65, 52398, 80112, 114019, 11275, 126667, 60349, 1359824, 1359823, 41782, 205406, 9188, 71580, 986734, 15092, 240024, 1440652, 127453, 1484140, 1086829, 1356758]"
1930,The Amazing Spider-Man,"[37625, 54693, 7026, 5724, 55152, 76793, 8349, 35, 558928, 231547, 6368, 1111328, 59261, 205976, 2878, 7624, 9289, 20582, 156989, 1424715, 61263, 930322, 1315833, 91658, 157146, 96753, 1338023, 1232365, 1338034, 1338061, 1338215, 15318, 66668, 932116, 979075, 58510, 118494, 1183671, 1657618, 1983, 1477809, 1236007, 68430, 14050, 1219576, 63470, 1187106, 1059597, 1657635, 1355105, 63280, 984614, 1657642, 167263, 1657643, 1499460, 1265835]","[37625, 54693, 7026, 5724, 55152, 76793, 8349, 35, 558928, 231547, 6368, 1111328, 59261, 205976, 2878, 7624, 9289, 20582, 156989, 1424715, 61263, 930322, 1315833, 91658, 157146, 96753, 1338023, 1232365, 1338034, 1338061, 1338215, 15318, 66668, 932116, 979075, 58510, 118494, 1183671, 1657618, 1983, 1477809, 1236007, 68430, 14050, 1219576, 63470, 1187106, 1059597, 1657635, 1355105, 63280, 984614, 1657642, 167263, 1657643, 1499460, 1265835]"
20662,Robin Hood,"[934, 112, 2201, 227, 2983, 25072, 6413, 20300, 13633, 15576, 79072, 35091, 147472, 80149, 121529, 17499, 47643, 43131, 34515, 556444, 16358, 185460, 75076, 81125, 226083, 1151410, 1796466, 24709, 1182597, 114019, 146457, 58787, 202032, 3551]","[934, 112, 2201, 227, 2983, 25072, 6413, 20300, 13633, 15576, 79072, 35091, 147472, 80149, 121529, 17499, 47643, 43131, 34515, 556444, 16358, 185460, 75076, 81125, 226083, 1151410, 1796466, 24709, 1182597, 114019, 146457, 58787, 202032, 3551]"
57158,The Hobbit: The Desolation of Smaug,"[7060, 1327, 30315, 25136, 95047, 67123, 34715, 1193834, 152566, 207558, 71580, 72095, 114019, 19034, 114, 52398, 41782, 11275, 126667, 80112, 236696, 1193832, 112, 58769, 173451, 15092, 1359823, 1359824, 81877, 534336, 1193833, 206532]","[7060, 1327, 30315, 25136, 95047, 67123, 34715, 1193834, 152566, 207558, 71580, 72095, 114019, 19034, 114, 52398, 41782, 11275, 126667, 80112, 236696, 1193832, 112, 58769, 173451, 15092, 1359823, 1359824, 81877, 534336, 1193833, 206532]"
2268,The Golden Compass,"[45589, 2227, 8784, 16431, 10912, 1281, 1327, 45585, 6972, 5470, 8534, 20070, 14011, 113, 16358, 45587, 45586, 937, 45588, 142389, 1815740, 28959, 1411061, 56103, 63608, 1075144, 1563381, 1132749, 1105459]","[45589, 2227, 8784, 16431, 10912, 1281, 1327, 45585, 6972, 5470, 8534, 20070, 14011, 113, 16358, 45587, 45586, 937, 45588, 142389, 1815740, 28959, 1411061, 56103, 63608, 1075144, 1563381, 1132749, 1105459]"
254,King Kong,"[3489, 70851, 3490, 3491, 3492, 1333, 3493, 478, 3494, 3495, 3496, 3497, 1166385, 3541, 81877, 1047942, 107754, 214979, 199432, 181186, 1504590, 1205488, 75892, 173451, 1097645, 1169229, 1064428, 173539, 1504591, 75950, 73889, 173569, 1670104]","[3489, 70851, 3490, 3491, 3492, 1333, 3493, 478, 3494, 3495, 3496, 3497, 1166385, 3541, 81877, 1047942, 107754, 214979, 199432, 181186, 1504590, 1205488, 75892, 173451, 1097645, 1169229, 1064428, 173539, 1504591, 75950, 73889, 173569, 1670104]"
